ID_of_the_statement	label	statement	subject	speaker	speakers_job_title	state_info	party_affiliation	barely_true_counts	false_counts	half_true_counts	mostly_true_counts	pants_on_fire_counts	venue
13369.json	half-true	One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.	candidates-biography,immigration,taxes	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	a rally in Tampa, Fla.
959.json	true	Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.	economy	christina-romer	Chair of the president's Council of Economic Advisers		democrat	0	0	0	0	0	an interview on Meet the Press.
10333.json	mostly-true	Since the United States began negotiations with Iran, thats probably the first year and a half in which Iran has not advanced its nuclear program in the last decade.	foreign-policy,nuclear	barack-obama	President	Illinois	democrat	70	71	160	163	9	comments on CNN's "State of the Union"
13382.json	false	Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.	corrections-and-updates,jobs	donald-trump	President-Elect	New York	republican	63	114	51	37	61	a rally outside Cleveland
1722.json	half-true	Weve got a 1,000 National Guard troop request thats been in front of this president for over a year and no response.	immigration	rick-perry	Governor	Texas	republican	30	30	42	23	18	an interview with The Texas Tribune and Newsweek
5808.json	false	Under a new law, doctors performing drug-induced abortions could be charged if women dont return to them for follow-up care	abortion,legal-issues,women	wisconsin-medical-society		Wisconsin	none	0	1	0	0	0	an interview
7125.json	true	Says veterans disability claims backlog doubled in Obamas first term.	veterans	john-cornyn	Senator	Texas	republican	5	3	6	2	1	a tweet
4862.json	barely-true	At a minimum, 40 percent of those who view child pornography end up molesting children as a result.	children,crime	mike-dewine	Ohio attorney general	Ohio	republican	2	0	3	1	0	a news conference
13268.json	half-true	In 67 different ways, Governor McCrory has raised taxes on middle income families.	economy,job-accomplishments,state-finances,taxes,workers	roy-cooper	Attorney General	North Carolina	democrat	1	0	3	1	0	a debate
5368.json	mostly-true	Romney adviser admits Romneycare was blueprint for Obamacare.	candidates-biography,health-care,message-machine-2012	rick-santorum		Pennsylvania	republican	12	16	13	7	5	a television ad
2641.json	pants-fire	Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.	elections,taxes	chain-email			none	11	43	8	5	105	a chain e-mail.
2787.json	barely-true	Its hard to get people in Portland to vote yes on ballot measures, especially when theres opposition.	campaign-finance,voting-record	friends-voter-owned-elections	political group	Oregon	none	1	0	0	0	0	a statement
13464.json	false	The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.	elections	donald-trump	President-Elect	New York	republican	63	114	51	37	61	a tweet
8885.json	true	Some businesses in Oregon are having to shrink back their businesses as a result of the law.	corrections-and-updates,health-care	monica-wehby	Pediatric neurosurgeon	Oregon	republican	0	3	0	0	0	a town meeting in La Grande
13218.json	pants-fire	Says 11 straight years of no major hurricanes striking land in the United States bores a hole right through the whole climate change argument.	climate-change	rush-limbaugh	Radio host		none	9	11	5	2	10	a radio show broadcast
2302.json	half-true	We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.	health-care	david-dewhurst	Lieutenant governor	Texas	republican	8	8	10	5	5	an editorial board meeting with the Austin American-Statesman
12184.json	mostly-true	I have 2 and a half million more votes than he (Sanders) does.	elections	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	an interview on ABC's "the View"
5919.json	false	On abortion	abortion,corrections-and-updates	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	various statements
3820.json	pants-fire	Members of Congress receive full pay retirement after serving one term.	federal-budget,income,public-service,retirement,social-security	chain-email			none	11	43	8	5	105	a message via the Internet
4293.json	mostly-true	Says he worked with the Democratic legislature to balance spending with revenues so that at the end of my four-year term, the rainy day fund was established at more than $2 billion.	economy,new-hampshire-2012,state-budget,state-finances	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a speech to a Manchester, N.H. Rotary club
7654.json	false	In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.	abortion	americans-united-life		Washington, D.C.	organization	0	1	0	0	0	a committee hearing on SB 1636
5590.json	false	Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.	crime,families,women	rod-monroe	State Senator	Oregon	democrat	0	2	0	0	0	a floor speech.
7723.json	mostly-true	Just about everyone everywhere is spending more hours on the job, less time with their families, bringing home smaller and smaller paychecks, while theyre paying more and more at the gas pump and the grocery stores.	economy,income,jobs,labor,workers	ed-fitzgerald	Cuyahoga County executive	Ohio	democrat	1	1	0	1	0	a campaign speech
3478.json	true	The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.	science	joel-keehn			none	0	0	0	0	0	a blog
9547.json	half-true	David Perdue said hed raise taxes.	taxes	jack-kingston	U.S. Representative	Georgia	republican	3	1	4	3	0	television ad
8545.json	false	I am the first Latina to run for governor of Texas.	candidates-biography,diversity,elections,history	miriam-martinez	Journalist	Texas	republican	0	1	0	0	0	her campaign website
7709.json	false	Says Every legislative district in the state has at least one craft brewery and countless home brewers.	Alcohol,economy	mark-johnson			republican	0	1	0	0	0	a floor speech
8179.json	barely-true	Wisconsins criminal threshold for drunken-driving is way out of line with states surrounding us, which have the second offense as a felony.	Alcohol,criminal-justice,state-budget,transportation	alberta-darling	State Senator, 8th District	Wisconsin	republican	1	1	2	1	1	legislative testimony
2106.json	false	In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget.	education	ted-strickland	Former Ohio governor	Ohio	democrat	2	6	7	4	1	a campaign speech
7142.json	mostly-true	The poverty level in the Dallas school district is one of the highest in the country, higher than New York, Chicago, Los Angeles, Houston, Detroit and Newark.	education,poverty	dan-micciche	Lawyer	Texas	none	0	0	0	1	0	an opinion article in the Dallas Morning News.
6016.json	mostly-true	Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.	economy,job-accomplishments	joe-biden	U.S. senator	Delaware	democrat	11	10	21	16	4	a speech at Keene State College
10627.json	false	In 2007, when Nancy Pelosi met with President Assad of Syria, nobody got upset.	bush-administration,foreign-policy,terrorism	sean-hannity	Radio/TV host		none	3	5	3	2	1	remarks on Fox's Hannity
4861.json	false	For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree.	religion	john-depetro	Talk-show host	Rhode Island	talk-show-host	0	3	0	0	3	a talk-show discussion
5460.json	true	Rhode Island has the the second-most heavily deployed National Guard in the United States.	afghanistan,iraq,military,states	sheldon-whitehouse	U.S. Senator	Rhode Island	democrat	2	3	2	7	0	a speech
12391.json	pants-fire	Says Demond Means, turnaround district superintendent for Milwaukee Public Schools, said the district needs to be gutted.	education	wisconsin-jobs-now		Wisconsin	none	0	0	0	0	1	a Facebook posting.
12420.json	half-true	SaysVirginia RepublicanScott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.	campaign-advertising	randy-forbes	Representative	Virginia	republican	1	0	4	3	0	a campaign flier
8850.json	mostly-true	Nearly 90% of Travis County government races will be settled by the time of the Democratic primary.	county-government,elections	wayne-thorburn			republican	0	0	0	1	0	an opinion column in the Austin American-Statesman
11995.json	false	Says Mahatma Gandhi once said, First they ignore you, then they laugh at you, then they fight you, then you win.	history	donald-trump	President-Elect	New York	republican	63	114	51	37	61	an Instagram meme
8881.json	half-true	Savings that I achieved helped fund cameras on the border. As a result, more than 21,500 arrests have been made and 46 tons of narcotics confiscated.	crime,immigration,state-budget,state-finances	todd-staples	state agriculture commissioner	Texas	republican	0	1	4	3	1	a campaign email blast
1630.json	mostly-true	"The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff."	health-care	tom-coburn	U.S. Senator	Oklahoma	republican	2	3	3	2	0	comments to reporters
7133.json	mostly-true	Says the number of Americans living at or below the poverty line is at its highest level since 1964.	poverty	barbara-buono	State Senator	New Jersey	democrat	3	1	4	4	1	a speech on the Senate floor
7798.json	barely-true	The IRS will have the ability potentially to deny or delay health care.	health-care,taxes	michele-bachmann	Congresswoman	Minnesota	republican	8	22	6	4	16	an interview on Fox News' "On the Record" with Greta Van Susteren
3783.json	barely-true	Deregulation of the states telecommunications industry will create 50,000 jobs in Wisconsin.	jobs	rich-zipperer	State Senator, District 33	Wisconsin	republican	1	0	0	0	0	interviews and testimony about the bill
12938.json	mostly-true	We admit about 100,000 permanent immigrants from the Middle East every year.	immigration	donald-trump	President-Elect	New York	republican	63	114	51	37	61	a speech in Youngstown, Ohio
7793.json	mostly-true	Says paid family leave is a program that is standard in all but five nations around the world.	children,families,labor,women,workers	family-forward-oregon			organization	0	0	0	1	0	a flier
